Episode,Turn,User Query,Bot Response,Expected Response,Reward,Done
471,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
471,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
471,3,return an item,I'm sorry to hear that. Let me check the tracking info for you.,"Yes, we offer a 30-day refund policy for eligible returns.",-1,True
472,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
472,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
472,3,do you love me?,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
473,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
473,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
473,3,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
474,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
474,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
474,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
475,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
475,2,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
475,3,see you,"Sorry, I didn’t quite get that. Could you please rephrase?",You're welcome! Have a great day!,-1,True
476,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
476,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
476,3,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
477,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
477,2,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
477,3,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
478,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
478,2,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
478,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
479,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
479,2,hi darling,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
479,3,good morning,"I'm just a bot, but I’m here to help you!",Hello! How can I help you today?,-1,True
480,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
480,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
480,3,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,True
481,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
481,2,do you love me?,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
481,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
482,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
482,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
482,3,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
483,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
483,2,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
483,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
484,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
484,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
484,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
485,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
485,2,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
485,3,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
486,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
486,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
486,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
487,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
487,2,hi darling,"Sorry, I didn’t quite get that. Could you please rephrase?","I'm just a bot, but I’m here to help you!",-1,False
487,3,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
488,1,do you love me?,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
488,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
488,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
489,1,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
489,2,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
489,3,bye,"Sure, I can help you cancel your order.",You're welcome! Have a great day!,-1,True
490,1,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
490,2,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
490,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
491,1,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
491,2,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
491,3,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,True
492,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
492,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
492,3,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,True
493,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
493,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
493,3,thanks,Hello! How can I help you today?,You're welcome! Have a great day!,-1,True
494,1,do you love me?,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
494,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
494,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
495,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
495,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
495,3,do you love me?,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
496,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
496,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
496,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
497,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
497,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
497,3,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
498,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
498,2,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
498,3,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
499,1,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
499,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
499,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
500,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
